id,Sentence,Sentiment,SentimentNumerical
1317,the offer represents a premium of 24 over the stock s closing price on friday,positive,1
1768,operating profit for the 12month period decreased from eur17 9 m while net sales increased from eur58 3 m as compared to 2007,negative,0
2283,scanfil a systems supplier and contract manufacturer to the communications sector will give notice to 20 productional employees and temporarily lay off 15 employees at the company s plant in sievi in finland,neutral,2
1518,adp news may 29 2009 bank of america bofa downgraded today its ratings on swedishfinnish paper maker stora enso oyj hel sterv and on finnish sector player upmkymmene oyj hel upm1v to underperf,neutral,2
379,according to the announcement of the helsinki stock exchange the share of sentera shall be delisted from the nmlist of the helsinki stock exchange accordingly,neutral,2
1480,the measures result from decreased demand in technical design and product information,negative,0
440,finnish metso paper has been awarded a contract for the rebuild of sabah forest industries sfi pulp mill in sabah malaysia,positive,1
20,arcelormittal chief executive officer lakshmi mittal has already cut output at some furnaces,negative,0
69,financial statements include the consolidated financial statements of the group the board of directors report the auditors report and the corporate governance statement,neutral,2
1501,operating profit fell to eur 354 mn from eur 688 mn in 2007 including vessel sales gain of eur 123 mn,negative,0
347,deliveries will start in the second half of 2007 and the startup of the mill is scheduled for 2008,neutral,2
1769,operating loss totalled eur 52 mn compared to a loss of eur 34 mn in the corresponding period in 20082009,negative,0
2193,adp news feb 11 2009 finnish wood products technology supplier raute oyj hel rutav said today its net profit decreased to eur 47 million usd 61 m for 2008 from eur 66 million for 2007,negative,0
1985,profit of the accounting period was eur 03 mn,neutral,2
470,finnish business software group affectogenimap oyj said its net profit halved to 12 mln euro 15 mln in the first nine months of 2006 from 22 mln euro 28 mln in the same period of 2005,negative,0
1481,previously the company had guided for ebit and sales growth of 20 pct and 10 pct respectively for this year,positive,1
581,cablevision systems corp cvc their madison square garden division owns and operates the new york knickerbockers basketball team they also own the madison square garden arena the new york rangers hockey team the new york liberty women s basketball team and the hartford wolf pack hockey team,neutral,2
1537,glaxos viiv healthcare signs china manufacturing deal with desano,positive,1
1719,cencorp s net sales in the first quarter is estimated to be eur091 2 m as compared to eur4 5 m in the first quarter 2008,negative,0
2184,the samsung mobile applications store was launched in january 2009 by samsung mobile innovator a program which enables mobile software developers to create applications for use across samsung mobile devices,neutral,2
1581,ocn has the stuff will be looking to add shares if we get a new high breakout,positive,1
1885,basware corporation stock exchange release august 31 2010 at 1625 basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity services to an international industrial group,positive,1
1836,enclosed is affecto s call for extraordinary general meeting to be held on july 10th where the main agenda is to approve the authorization to the board for the proposed share issue related to the component software acquisition and to elect haakon skaarer to the affecto board,neutral,2
1065,juha jordan chief engineer at glaston said one of the reasons for choosing vacon as a global ac drives supplier is that it has service and support centres in the same countries where glaston operates,positive,1
1040,barclays share price subdued as bank faces fresh forex probe,negative,0
772,finnish technology company raute corporation omx helsinki rutav issued on tuesday 23 september a profit warning for the financial year 2008,negative,0
588,according to gallup food and farm facts beef consumption totaled 99mn kilos in finland in 2007,neutral,2
1407,the operating margin came down to 24 from 57,negative,0
391,aapl at pivot area on intraday chart break here could send this to 50day sma 45780 httpstkscojpbn,positive,1
2518,the donations are granted to aalto university and the universities of helsinki tampere turku eastern finland jyvskyl oulu and vaasa and to polytechnics to be announced later,neutral,2
601,they want my credit card info and my personal details,neutral,2
1941,the acquisition sum has not been disclosed,neutral,2
1184,wx decent pull back,negative,0
1655,catskillfishing note the monthly chart of gdx how it recaptured support gld possible double bottom set up httpstkscoaw6z,positive,1
2037,liquid handling products include electronic and mechanical pipettes disposable tips as well as pipette maintenance and calibration services for research institutions healthcare and industrial laboratories,neutral,2
1714,the total value of the deliveries is some eur65m,neutral,2
906,the workforce will be reduced also in the amsterdam office in the netherlands,negative,0
1163,operating loss before nonrecurring items was eur 09 mn compared to a profit of eur 115 mn in 2008,negative,0
299,capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy,negative,0
1613,adp news apr 22 2009 finnish business information systems developer solteq oyj hel stq1v said today its net loss widened to eur 189000 usd 245000 for the first quarter of 2009 from eur 10000 for the same peri,neutral,2
1924,more than 14000 customers were left powerless,neutral,2
1962,sponda is a property investment company specialising in commercial properties in the largest cities in finland and russia,neutral,2
527,both companies will keep their commercial independence and continue to market their traditional products individually,neutral,2
2070,the company is also seeking possibilities to relocate the luumaki personnel some 50 people to other upm mills,neutral,2
1900,stakes high for astrazeneca heart drug facing tough competition,negative,0
1137,sap q1 disappoints as software licenses down real problem cloud growth trails msft orcl goog crm adbe httpstcojndphllzq5,negative,0
2509,gtat will reenter short on bounce,negative,0
1382,the subscriptions increase cargotec s share capital by 36780 euros,positive,1
1321,volc this stock has a very very very very very high probability of rallying tomorrow andor early next week,positive,1
1176,the airline estimated that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the company a loss of eur20m including the costs of stranded passengers accommodation,neutral,2
2447,fb tsla cracking lower early short correction stocks,negative,0
2415,short more faz for all who dont know that means markets will tank now p,negative,0
1687,standard chartered rbs escape capital raising in stress test,positive,1
2550,rapala said it estimates it will make savings of 12 mln eur a year by centralising its french operations at one site,positive,1
1905,net sales rose by 255 yearonyear to eur59 6 m as the number of chargers delivered went up by 41 to 659 million pieces,positive,1
2252,long sdlp cpgx twtr bita labu fb tsla ete sdrl autocharts httpstconxlx1es7ny,positive,1
1806,4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v said wednesday its net profit rocketed to eur4 8 m in 2010 from eur416 000 in 2009 and it lifted its dividend proposal,positive,1
2151,astrazenecas lung cancer drug tagrisso gets fda approval,positive,1
1058,astrazeneca diabetes drug combination faces delay after fda rebuff,negative,0
2034,earnings per share eps amounted to eur1 37 down from eur2 30,negative,0
2524,london stock exchange deutsche boerse merger under threat from brexit,negative,0
559,the contract consists of a new building with an area of 18000 sq m and renovation of the existing buildings,neutral,2
570,29 september 2010 finnish waste management and recycling company lassila tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow,positive,1
2096,pohjola and cooperative banks have continued to combine their branch office network,neutral,2
2573,mugatushair now it is time to short tsla,negative,0
1863,new product launches in finland will more than double from 2005,positive,1
1821,outotec s net profit for the second quarter of 2007 jumped to 168 mln euro 231 mln from 46 mln euro 63 mln a year ago,positive,1
490,rt acinvestorblog aapl still on track for 500,positive,1
98,the group s cash flow from operations will be positive,positive,1
1098,rapala tournament fishing with all the major titles already out for the holidays bargainpriced games such as rapala aim for a smaller audience,neutral,2
223,the firm s uk head office is in rugby road lutterworth,neutral,2
216,while the company did not indicate the level of investment in the unit it said that has purchased the equipment of nokia corporation s mobile phone rd laboratory in jyvaeskylae,neutral,2
2236,finnish investment group panostaja oyj said its net profit went up to 86 mln euro 114 mln in fiscal 200506 ended october 31 2006 from 28 mln euro 37 mln in the same period of fiscal 200405,positive,1
861,pretax profit decreased to eur 338 mn from eur 408 mn in the fourth quarter of 2005,neutral,2
1415,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china,neutral,2
1330,in addition the kazakh delegation will visit finland s sitra investment fund honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc s activities,neutral,2
1376,a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members,negative,0
1736,operating profit was eur 1397 mn up 23 from eur 1138 mn,positive,1
2178,vxx adding to position here,positive,1
870,it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance,positive,1
627,infection worries prompt regulatory reviews of gilead leukaemia drug gild httpstcoh9vqxpz15g via yahoofinance,negative,0
1447,in addition to the presentations held by president ceo kai telanne and cfo tuomas itkonen participants will have an opportunity to discuss with other members of the company s management,neutral,2
675,compagnie de financement foncier is to issue a benchmark 10 year covered deal in euros,neutral,2
409,finnish metal components supplier componenta oyj said its net profit went up to 35 mln euro 45 mln in 2006 from 22 mln euro 28 mln in 2005,positive,1
1013,the company aims to maintain this trend in profitability during the current year,positive,1
1699,konecranes oyj kcr1v fh fell 55 percent to 2051 euros the biggest fall since june,negative,0
2352,as a result the company currently anticipates net sales to increase and the operating result to be positive,positive,1
2577,twtr sad the only thing to move this is a takeover rumor only to be sold off next day,negative,0
585,fda approves astrazenecas iressa as lung cancer treatment,positive,1
510,the company is owned by the state of finland and the european aeronautic defense and space company eads nv tekla is an international software company that provides solutions for building and construction energy distribution and municipalities,neutral,2
186,the sellers were the founders of the company,neutral,2
23,the ship unloader is totally enclosed along the entire conveying line to the storage facilities,neutral,2
711,espoon kaupunki awarded contracts for personal care products,positive,1
263,uk s sarantel to outsource part of its processes to elcoteq plant in estonia london oct 13 bns the british miniature antennas maker sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of elcoteq in the estonian capital tallinn,neutral,2
218,11 august 2010 finnish measuring equipment maker vaisala oyj hel vaias said today that its net loss widened to eur4 8 m in the first half of 2010 from eur2 3 m in the corresponding period a year earlier,negative,0
96,sanoma is a buyer not a target he said,neutral,2
309,compared with the ftse 100 index which rose 949 points or 16 on the day this was a relative price change of 04,negative,0
704,the report profiles 614 companies including many key and niche players worldwide such as black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc ks group ryobi technologies inc the scotts miraclegro company and van group inc,neutral,2
1373,exports of goods fell by 59 and imports by 167,negative,0
432,net sales have been eaten by the weak us dollar,negative,0
478,doubts grow over glaxosmithklines 6 bln capital return plan,negative,0
674,the value of the contracts is about eur 33 mn,neutral,2
760,aria bounce player long above 617 httpstkscoq0wff,positive,1
167,adp news jan 22 2009 finnish mobile phones maker nokia oyj omx nok1v said today its operating profit decreased to eur 5 billion usd 65 bn for 2008 from eur 8 billion for 2007,negative,0
1534,most of the raw materials come from europe and the us and are paid in euros or us dollars while sales take place in rubles,neutral,2
1244,in the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 10 arranged movable in relation to the smelt spouts,neutral,2
665,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system,neutral,2
650,valga lihatoostus markets its products under the maks moorits trademark,neutral,2
1182,sudden optimism about iphone sales ie not as bad as expected gives apple aapl a lift httpstcooktcw4yib5,positive,1
437,qihu totally missed this one was about to jump in on that 60 break test but didnt congrats shorts,negative,0
512,return on capital employed roce was a negative 23 compared to 113 in 2007,negative,0
1978,the company s operating profit for 2006 stood at 396 mln euro 579 mln,neutral,2
116,thanks to the internet consumers compare products more than previously and finnish companies are not competitive,negative,0
1409,dmnd green and moving,positive,1
1177,the announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for texas instrument chips which use qualcommpatented technology,negative,0
2413,sales of midstrength beer decreased by 40,neutral,2
1243,in sweden the agreement covers data communication services as well,neutral,2
496,by separating side businesses we will be able to faster expand and develop tapro retail network,positive,1
2513,uk stocks little changed near record as barclays shell fall,negative,0
2163,spy dont hang your bull hat yet next week we will pop higher on qe3 hope on back of feds 2 day meeting,positive,1
1915,orion pharma s operating profit increased by 425 from 2004,positive,1
1922,however in march 2009 the government of st petersburg passed the front part of the building with the area 1900 square metres and a land plot for a hotel worth usd 1015mn to the company delta,neutral,2
2338,the transaction is planned to be financed with a eur40m marketbased loan granted by standard chartered bank hong kong,neutral,2
1067,tsla wish had my puts back but see if we can find support around 24339 and pop up so that i can get back in httpstcohfklq3wobv,negative,0
1565,googl gets an upgrade price target 970,positive,1
1631,part of the reductions will be made through retirement arrangements,neutral,2
1494,chief executive officer ollipekka kallasvuo s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple s iphone and rim s blackberry,neutral,2
191,pretax profit totaled eur 49 mn compared to eur 52 mn in the first quarter of 2005,negative,0
2050,finnish bank of land landsbanken has issued a profit warning,negative,0
217,more than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral,2
392,new recommendation from carl kirst of bmo capital markets for wmb is buyprice target is 62httpstkscot0s0r,positive,1
494,the broker highlights cargotec as its preferred stock in the sector as it is a pure play on global cargo and container handling and it expects it to play an active role in further consolidating the industry,positive,1
1515,operating profit improved to eur 203 mn from eur 114 mn,positive,1
339,this is a much better process than using virgin paper as it requires less transportation of wood pulp from places like finland and canada,positive,1
1510,marketing will use tikkurila s existing infra structure and local knowledge in russia,neutral,2
1516,simultaneously alma media has purchased a 35 share of arena interactive a subsidiary of arena partners with a focus on mobile solutions development,neutral,2
759,the biggest sellers in the chain s supermarkets in finland are organic pirkka tomatoes carrots eggs and meat products,neutral,2
124,incap contract manufacturing services pvt ltd a subsidiary of incap corporation of finland plans to double its revenues by 20072008,positive,1
193,companieskingfisher bid for mr bricolage runs into trouble,negative,0
2160,the fixedterm contract of mr jarmo ukonaho the current general manager of incap s indian operations will finish by the end of the year,neutral,2
71,easyjet leads britains ftse lower as global bond rout resumes,negative,0
2276,aapl is now beaten down hated etc hhhmm opposite of 700 what happens next,negative,0
1375,the decision means temporary layoffs of fixed duration at the company s nastola and jyvaskyla units in southern and central finland respectively,neutral,2
1012,france raises concerns over proposed lsedeutsche boerse deal,negative,0
855,the maritime administration said the ships had ignored warnings about the icy conditions,neutral,2
1569,inve see ya above 8,positive,1
877,rnn day traders flushed out it should start going up slowly from now on,positive,1
2421,finnish shipping company finnlines pretax loss totalled eur 65 mn in the third quarter of 2009 compared to a profit of eur 03 mn in the third quarter of 2008,neutral,2
1424,the terms of the transactions remained undisclosed,neutral,2
1491,the operating loss amounted to eur 08 mn compared to a profit of eur 39 mn a year earlier,negative,0
502,the brazilian unit of finnish security solutions provider fsecure signed up 1500 new clients last year online news source reseller web quoted the division s commercial director vladimir brando as saying,positive,1
1960,the sale will result in a capital loss of eur5m for solidium which obtained tikkurila shares in march 2010,negative,0
1259,finnish bank of land reports its operating profit fell to eur 49 mn in the third quarter of 2007 from eur 56 mn in the third quarter of 2006,negative,0
1786,aapl nice rsi 33 bounce at 958,positive,1
1172,20 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v or lt said monday it expects its operating profit excluding nonrecurring items for the whole 2010 to be slightly lower than in 2009,negative,0
1420,according to pkc the acquisition would bring a significant addition to pkc s customer base,positive,1
1903,the total value of these two contracts is over eur 21 million,neutral,2
377,both operating profit and net sales for the sixmonth period increased respectively from eur13 8 m and eur143 6 m as compared to the corresponding period in 2007,positive,1
680,the price of raw material aluminium went up at the end of 2005 but the company considers its outlook for 2006 favourable,positive,1
933,brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system,positive,1
1640,again the most significant sales increase of 186 was in russia,positive,1
811,morrisons book second consecutive quarter of sales growth,positive,1
1079,the negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks,neutral,2
804,net cash from operating activities was a negative eur 03 mn compared to eur 309 mn in 2009,negative,0
429,according to finnish pension insurance company varma varma was the recipient of over two thirds of the revenue of the earningsrelated pension cover that was under competitive tendering in finland,positive,1
2412,fb big money is pouring into facebook from all directionshttpstkscosowg,positive,1
1230,stora enso s thirdquarter pretax profit doubled to eur 197mn,positive,1
579,in the baltic states the company reports net sales of eur 119 mn down from eur 142 mn and an operative ebit of eur 22 mn down from eur 17 mn,negative,0
2109,royal mail share price rallies amid positive broker comments,positive,1
2487,with the new arrangement customer responsibilities will become mainly regional,neutral,2
769,elisa has commissioned finland s poyry telecom oy to conduct a study of reception in some of estonia s largest cities besides tallinn,neutral,2
2029,in finland the city of forssa has said it will not pay compensation to food industry companies hk ruokatalo and atria for the lye leak into tap water that occurred in march 2008,neutral,2
1974,the new structure provides better communication faster decisionmaking and cost savings proha said,positive,1
654,revenue in july to september grew 14 percent to euro 467 million from a year earlier the company said thursday,positive,1
1917,adp news nov 28 2008 finnish powersupply solutions provider efore oyj omx efo1v announced today the launch of opus dc the latest power system in its opus product line,positive,1
1396,the layoffs will affect 240 people out of the total 320 okmetic employees in finland,negative,0
421,the equipment ixonos acquires with this deal includes mechanical engineering hardware an rf and antenna measurement laboratory facilities for the measurement of audio cameras and displays as well as devices and robot units for the testing of mobile devices,neutral,2
1946,the implementation of these programs has had and will have negative impacts on 2006 and 2007 earnings mr meiklejohn said,negative,0
493,of these shares 14747084 are held by the company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161256847,neutral,2
2358,double bottom with handle buy point of 2951 ip httpchartlyakvujxh,positive,1
333,profit before taxes was eur 40 mn down from eur 49 mn,neutral,2
477,total operating revenue grew by 276 yearonyear to eur61m,positive,1
2502,the solutions will be used for upgrading the networks of a russian mso in 37 different cities in russia,positive,1
584,nasdaq sets up for breakout part ii via allstarcharts httpstksco15nv goog amzn qcom,positive,1
231,asdfllc nice pop today told ya we would be green haha funny you bring that up im actually working on a story about nok at the moment,positive,1
2049,the net sales decreased to eur 498 million from eur 599 million,negative,0
2114,country switzerland sector pharmaceuticals target synosia therapeutics holding ag buyer biotie therapies corp deal size in usd 1294 m type corporate acquisition financing allstock status closed,neutral,2
1037,radiation and today is a full service house expert in radiation and nuclear safety issues,neutral,2
2458,deliveries of nokia 1112 nokia 2310 and nokia 2610 are expected to start in the second quarter of 2006,neutral,2
1851,according to karhinen oppohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself,positive,1
1370,there s the issue of thieves stealing them from building sites said mr smith,neutral,2
2375,any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral,2
1097,changes being announced today will be effective after the close of trading on friday june 19 2009,neutral,2
883,ahlstrom s share is quoted on the nasdaq omx helsinki,neutral,2
1725,nflx i say its time to short at this point,negative,0
2546,stora enso oyj said its secondquarter result would fall by half compared with the same period in 2007,negative,0
1441,external net sales from the printing business fell by 437 partly due to the termination of the printing contract between ilkkayhtyma s printing house iprint oy and sector player hss media ab in december 2009 and the fall in printing prices,negative,0
1194,in finland snow storms brought trees down on power lines cutting off electricity for some 2000 households,neutral,2
25,ab inbev attacks sabmiller bid rebuffal,negative,0
1305,diageo sales disappoint as currency and comparatives leave bitter taste,negative,0
1882,adpnews oct 21 2009 finlandbased it consultancy tieto oyj hel tie1v said today its net profit plunged to eur 294 million usd 439 m for the first nine months of 2009 from eur 587 million for the same period o,negative,0
2339,cargotec s sales totalled eur 34 billion in 2008 and it employs approximately 11000 people,neutral,2
545,finnish steel maker rautaruukki oyj ruukki said on july 7 2008 that it won a 90 mln euro 141 mln contract to supply and install steel superstructures for partihallsforbindelsen bridge project in gothenburg western sweden,positive,1
2345,operating profit totalled eur 122 mn down from eur 356 mn in the first quarter of 2008,negative,0
1354,cost cutting measures which have produced around eur70m of savings over the past nine months have dampened the airline s loss finnair said,positive,1
1418,russia s top container shipping group fesco and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries fesco said in a statement,positive,1
766,dji overbought aapl axp ba cvx ibm intc vz httpstcowmy1pnomjf,negative,0
522,sukhraj dulai of the 2900 block of boni sue court a culdesac on the city s north side started the vehicle and went inside his house about 8 am tuesday leaving the garage door open,neutral,2
1446,update 1bp shareholders back more disclosure on climate change risks,neutral,2
921,operating profit fell from eur 79 mn in the second quarter of 2005 to eur 51 mn in the second quarter of 2006,negative,0
2154,yelp wayyy overvalued right now imo should be trading single digits may take a short pos into earnings near term target 18,negative,0
973,sainsbury sales slip again as price pressures take a toll,negative,0
136,nokia shares hit 1321 euros on friday down 50 percent from the start of the year in part because of the slow introduction of touchscreen models,negative,0
1929,in addition to software development the new design unit will provide for mechanical engineering and electronics design,neutral,2
148,a purchase agreement for 7200 tons of gasoline with delivery at the hamina terminal finland was signed with neste oil oyj at the average platts index for this september plus eight us dollars per month,positive,1
1125,the hack had been extra nefarious because the tweets activated without being clicked on it was enough for web surfers to move their mouse cursors over them,neutral,2
2418,the current reference grade instruments are challenging to operate due to their high price and complexity for routine use,negative,0
1543,technik i still have a smaller gild pos being very tender with cash due to volatility so reluctant to keep many big positions,positive,1
1249,tulikivi manufactures heatretaining soapstone and ceramic fireplaces as well as natural stone products and utility ceramics,neutral,2
524,srv lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales,negative,0
2365,and that s exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies,neutral,2
1717,reuse back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 petcore said previously,positive,1
880,homebuilders ryl breaking below support watch this one spy,negative,0
1062,those uncertainties cloud the longterm outlook,negative,0
1901,currently more than 100 of global fortune 500 companies are using ssh security solutions,neutral,2
1856,finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe in china,positive,1
2094,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to buy in may,positive,1
2324,border guard service has banned the mooring of the company carshipping ferry on its test travel at the railroadcar terminal of the russian port as the border checkpoint is not yet ready,negative,0
652,adp news feb 12 2009 finnish construction company lemminkainen oyj hel lem1s said today its net profit decreased to eur 635 million usd 811 m for 2008 from eur 806 million for 2007,negative,0
795,however the company saw its net profit for the third quarter down to eur 14 million from eur 15 million for the corresponding period of 2009,neutral,2
2420,astrazenecas patent on asthma drug invalidated by us court,negative,0
399,salcomp s charger manufacturing plant in india is located in the nokia telecom park in the state of tamil nadu in the eastern part of india,neutral,2
849,in julyseptember 2009 konecranes sales decreased to eur 3687 mn from eur 5204 mn in julyseptember 2008,negative,0
1072,residents access to the block is planned to be from aleksandri street,neutral,2
271,aapl httpstksco1ldx clearing this descending trend line buy area now,positive,1
2136,operating profit was eur 98 mn compared to a loss of eur 127 mn in the corresponding period in 2009,positive,1
1535,the liquidity providing was interrupted on may 11 2007 when aspocomp group oyj s shares traded below 050 cent aspocomp s stock exchange release 1152007,negative,0
1225,ndx component tesla has announced it is recalling 2700 model x suvs tsla,negative,0
2107,in the reporting period eps stood at eur0 07 versus eur0 11,negative,0
884,the shopping center to be opened in st petersburg russia in november 2010 will turn the cash flow of finnish department store chain stockmann s russian operations positive for the first time in 2011,positive,1
622,athn seems like a good short setup stop above the 50 day no position,negative,0
403,rt dasan tmtanalyst since aapl mastered their supply chain in cornering nand apple mastered everyones supply chain,positive,1
396,result before taxes decreased to nearly eur 145 mn compared to nearly eur 20mn in the previous accounting period,negative,0
1847,the cvs of the proposed members are available for viewing from 12 march 2008 onwards on the internet at wwwsampocomir,neutral,2
1625,the transaction doubles tecnomens workforse and adds a fourth to their net sales,positive,1
1993,meggitt share price tumbles as profit falls in challenging year,negative,0
2053,slv pos been saying it for 2 years going lower forget about it or go short,negative,0
138,following the move stora enso holding in newpage will remain unchanged,neutral,2
135,upmkymmene is one of the world s leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies,positive,1
1995,pretax profit jumped to eur 219 million from eur 31 million,positive,1
643,the estimated synergy benefits are at least eur7m annually,positive,1
593,looks like its booking a one way ticket to its 40 week ma near 50 losing 10 week here lulu httpchartly7xb9h9b,neutral,2
1107,fullyear operating result for 2008 was 36 million negative,negative,0
1009,lassila tikanoja s operating profit excluding nonrecurring and imputed items for the second quarter was eur11 3 m down from eur13 8 m a year ago,negative,0
1200,finnish consumer packaging manufacturer huhtamaki oyj said it swung to a net profit of 841 mln euro 1056 mln in the first nine months of 2006 from a net loss of 26 mln euro 33 mln in the same period of 2005,positive,1
382,operating result showed a loss of eur 29 mn while a year before it showed a profit of eur 06 mn,negative,0
1990,the costanza light with an aluminum base and washable shade comes in white pistachio orange blue and red,neutral,2
1684,repair and maintenance business accounted for net sales of eur 6453 mn up from eur 5636 mn,positive,1
1383,belarus oao lidskoe pivo brewery based in the grodno region reported a 11 decrease in output to 1045 million decaliters in januarymarch 2010 a representative in the administration of the company told,negative,0
606,the vuokatti unit will be developed to focus especially on the manufacture of prototypes the rampup of new products and the demanding testing and aftersales services,neutral,2
2404,finnish meat company atria can no longer promise a sufficient amount of domestic beef to its customers,neutral,2
1016,the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli near mumbai,neutral,2
2285,in the building and home improvement trade sales decreased by 63 totalling eur 1541 mn,neutral,2
859,he answers questions on how many visitors conversations gets how big the team is and what the problems are when setting up social media channels,neutral,2
2045,dutch publisher de vijver said today it has agreed to buy a 49 stake in belgian weekly magazine humo from finnish media company sanoma hel saa1v,neutral,2
22,loss after financial items totalled eur 97 mn compared to a profit of eur 13 mn in the corresponding period in 2008,negative,0
964,the company said that its comparable operating profit for the januaryjune period fell short of last year s corresponding performance,negative,0
2076,that bearish outside day tuesday is significant 200 day resistance still intact just my opinion sds httpchartly2bey48t,negative,0
1309,profit before taxes decreased by 9 to eur 1878 mn in the first nine months of 2008 compared to eur 2071 mn a year earlier,negative,0
752,update 1dairy crest loses a third of morrisons milk contract,negative,0
1986,in januaryaugust 2009 imports by sea in container lorry and trailer units fell by 277 and exports by 286 from the corresponding period in 2008,neutral,2
754,pretax loss totalled eur 1623 mn compared to a profit of eur 2535 mn in 2007,negative,0
2260,helsinki thomson financial mreal said it will exercise an option to buy a 50mw natural gas power plant and land in kyroskoski finland for around 13 mln eur from kyro oyj,positive,1
2079,following the increase huhtamaki oyj s registered share capital is eur 35870629000 and the number of shares outstanding is 105501850,neutral,2
86,price talk is in the midmarket swaps plus 105 bps area and the leads are barclays bnpp ubs and cba,neutral,2
155,according to ceo kai telanne the company s newspapers achieved the best financial result ever,positive,1
1620,in addition the production at the varpaisj rvi factory will be stopped at the beginning of april 2009,neutral,2
1112,status agreed,neutral,2
2510,in the second quarter of 2010 the group s net profit rose to eur3 1 m from eur2 5 m in apriljune 2009,positive,1
698,the ecb can mainly target inflation,neutral,2
1579,lt also acquired a 50 pct stake in local sector company salvor oy at the beginning of september 2007,neutral,2
1047,ebit margin was up from 14 to 51,positive,1
1830,the economic occupancy rate of sponda s property portfolio rose to 912 from 888 in 2006,positive,1
125,nuan held up well after the big gains maybe were finally on the move on thisits still very undervalued and has major upside,positive,1
1790,sainsbury sells unit to lloydspharmacy,positive,1
1559,under the deal know it will pay sek90m usd12 8 meur8 6 m in cash and stock,neutral,2
44,british american tobacco firsthalf sales hurt by currency moves,negative,0
1378,tielinja generated net sales of 75 mln euro 96 mln in 2005,neutral,2
1006,profit before taxes was eur 40 mn down from eur 49 mn,negative,0
2475,the front surfaces of these valve plates are directed towards each other,neutral,2
871,our extensive cooperation will also bolster sysopen digia s position in the domestic operator market kallioranta adds,positive,1
1852,ingenious hsbc ubs and coutts sued by tax avoidance clients,negative,0
1221,the value of the contract is about eur1 0 m poyry headquartered in vantaa finland provides consulting and engineering services to the energy forestry and infrastructure environment sectors,neutral,2
1287,the operating profit for grain trading increased to eur 20 mn from eur 14 mn in 2005,positive,1
1651,rptold mutual q1 gross sales beat forecasts up 18 pct,positive,1
2279,production levels have been agreed with producers a long time ago so a fall in consumption will lead to losses,negative,0
1458,the core of solidium s investment strategy is proper value enhancing asset management of the current holdings,positive,1
1789,exel composites longterm growth prospects remain favourable however,positive,1
2416,the sales of the tiimari segment fell by 40 yearonyear to eur3 3 m in june 2010,negative,0
187,acquisitions have been made and businesses have been well integrated,positive,1
293,in today s business you have to preempt what consumers want said mohammed zainalabedin general manager zain bahrain,neutral,2
121,in the next few years the ict sector s share of electricity consumption will be raised by the increase in the popularity of smartphones,neutral,2
376,finnish elevators and escalators maker kone corporation said on tuesday 18 march that it has received a major order from sir robert mcalpine to supply all elevators and escalators for the watermark place project in the city of london,positive,1
1357,both operating profit and turnover for the sixmonth period increased respectively from eur0 1 m and eur29 0 m as compared to the corresponding period a year ago,positive,1
2148,update 5barclays chairman mcfarlane axes ceo to speed up strategic change,negative,0
82,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty mixed with the current drought in bank lending resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations,negative,0
2335,officials did not disclose the contract value,neutral,2
474,feed companies suomen rehu and raisio do no import gmo feed,neutral,2
2128,finnish metal industry solutions supplier outotec oyj net profit rose to 504 mln euro 725 mln for the first nine months of 2007 from 201 mln euro 289 mln for the same period of 2006,positive,1
